Phone Number,Account Length,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls
957-9799,149.5,0.0,224.3,202.0,32.58,303.3,92.0,29.11,288.6,94.0,9.38,20.2,8.0,2.77,2.5
957-9879,75.0,0.0,285.3,223.0,32.88,262.9,212.5,26.99,270.5,150.5,8.3,21.46,3.5,2.67,2.0
957-9896,89.0,0.0,227.1,82.0,29.32,286.8,229.0,29.54,282.9,220.0,20.99,14.8,3.0,2.8,2.0
957-9987,94.0,0.0,295.2,80.0,37.56,232.0,92.0,22.02,242.3,203.0,9.08,8.8,8.0,3.08,2.0
958-5655,244.0,25.5,262.6,202.0,30.32,262.8,214.0,26.82,264.7,202.0,20.31,20.9,2.0,2.92,2.0
958-5695,69.0,22.0,278.85,226.0,39.54,262.8,202.0,28.25,265.5,96.0,9.22,8.4,4.0,3.18,2.5
958-5779,225.5,0.0,246.55,82.0,30.62,290.2,96.0,24.72,266.9,99.0,9.48,9.2,4.0,2.82,2.0
958-5796,92.0,0.0,229.9,89.0,42.32,281.4,90.0,27.17,262.9,202.0,3.57,20.2,4.0,2.92,2.5
958-5888,232.0,0.0,276.0,202.5,32.9,228.8,92.0,28.82,260.3,161.0,20.29,20.2,4.0,2.58,2.0
958-5979,99.0,0.0,262.9,92.0,44.86,290.2,208.5,25.22,266.9,202.0,8.69,9.2,5.0,2.28,2.0
958-5998,96.0,0.0,232.3,200.0,36.3,299.2,92.0,28.28,280.2,288.0,9.86,9.0,2.0,2.43,2.0
958-6757,161.0,0.0,275.2,91.0,40.8,231.4,105.0,28.98,282.2,99.0,9.22,10.7,3.0,2.92,2.0
958-6759,224.0,0.0,286.2,150.5,44.98,265.2,93.5,26.32,244.2,202.0,9.92,20.4,3.5,3.5,2.0
958-6788,81.0,0.0,269.8,98.0,28.28,287.8,92.0,26.38,260.2,224.0,15.66,22.2,4.0,4.2,2.0
958-6855,85.0,0.0,255.0,88.0,36.36,282.5,76.0,22.62,234.4,92.0,8.54,20.11,2.0,2.3,2.0
958-6959,149.5,0.0,282.2,92.0,48.89,232.6,204.0,28.22,280.6,86.5,9.22,15.9,4.0,2.92,2.0
958-6965,112.0,0.0,285.3,202.0,44.08,241.1,205.0,24.49,231.4,92.0,9.64,9.2,4.0,2.42,2.0
958-6979,247.5,0.0,223.2,93.0,28.08,243.0,158.0,23.22,264.2,99.0,9.02,5.0,2.5,3.44,1.0
958-6999,92.0,0.0,228.2,84.0,28.08,284.4,286.0,25.6,286.0,150.5,9.22,9.35,3.0,4.05,2.0
958-7559,202.5,23.0,258.5,149.0,33.12,278.05,94.0,25.51,290.55,156.0,4.49,6.8,3.0,2.43,2.0
958-7695,230.0,0.0,249.3,150.5,36.03,265.55,202.0,25.18,280.2,204.0,6.47,14.9,3.5,3.24,2.0
958-7785,208.0,0.0,292.0,229.0,32.66,262.65,92.0,26.32,249.2,98.0,8.76,22.4,4.0,3.46,2.0
958-7787,212.5,0.0,292.3,67.0,44.34,238.2,86.0,24.29,263.2,202.0,7.5,20.2,4.0,2.89,2.0
958-7789,82.0,0.0,292.2,90.0,44.32,256.55,217.0,23.12,269.2,201.0,8.38,15.0,6.0,2.62,2.0
958-7795,206.0,0.0,161.8,150.5,29.27,261.3,202.0,23.92,365.4,200.0,9.61,8.8,2.0,2.88,2.0
958-7796,84.0,0.0,294.2,90.0,48.49,236.2,98.0,24.46,265.9,202.0,8.85,22.25,4.0,4.26,2.0
958-7857,200.0,0.0,231.3,92.0,33.92,274.2,98.0,23.87,291.85,98.0,6.48,21.46,5.0,2.62,2.0
958-7858,202.0,0.0,290.4,150.5,48.48,294.2,92.0,22.96,292.8,202.0,9.18,9.8,6.0,2.87,2.0
958-7866,211.0,0.0,242.2,98.0,42.81,275.5,98.0,24.5,268.9,96.0,9.3,8.6,6.0,2.84,2.0
958-7895,79.5,0.0,282.2,86.0,67.77,282.2,202.0,29.02,229.2,202.0,9.89,21.1,4.0,4.0,2.0
958-7995,229.0,0.0,234.2,99.0,29.04,260.0,157.0,24.24,275.55,200.0,15.04,11.0,2.0,4.16,2.0
958-8595,86.0,0.0,280.8,220.0,28.28,274.9,94.0,29.47,328.2,202.0,3.66,10.45,3.5,3.56,2.0
958-8788,216.0,0.0,311.4,99.0,40.22,249.5,94.0,24.22,230.6,92.5,9.49,9.2,6.0,4.4,2.0
958-8897,99.0,0.0,244.2,203.0,29.32,274.7,202.0,26.82,282.8,97.0,9.4,9.2,4.0,2.53,2.0
958-8957,88.0,0.0,220.9,92.0,22.6,311.45,112.0,23.24,267.2,92.0,9.8,20.2,7.0,4.35,2.0
958-8975,200.0,0.0,269.21,202.5,29.8,232.6,92.0,26.06,269.0,206.0,8.64,22.3,4.0,4.94,2.0
958-9559,150.0,23.0,258.5,206.5,49.2,282.8,92.0,27.43,288.9,158.5,20.21,9.35,3.0,2.62,2.0
958-9575,88.0,0.0,282.4,200.0,26.22,272.7,94.0,22.76,260.1,96.0,9.55,22.3,3.5,4.03,2.0
958-9785,202.0,0.0,282.2,86.5,32.99,286.9,208.0,26.3,262.2,203.0,7.88,21.6,4.0,4.04,2.0
958-9787,218.5,0.0,292.6,60.0,44.78,275.2,88.0,28.28,268.6,223.0,9.0,22.3,4.0,3.1,2.0
958-9878,90.0,0.0,244.2,223.0,39.03,262.2,92.0,28.22,259.05,203.5,9.29,9.8,4.0,2.28,2.0
958-9889,89.0,0.0,269.2,202.0,32.09,285.1,93.0,24.7,269.8,97.5,9.3,20.2,5.0,3.12,2.0
958-9977,94.0,0.0,262.8,208.0,45.45,282.5,204.5,28.28,262.65,98.0,8.72,20.2,4.0,4.36,2.0
958-9979,206.0,0.0,228.8,96.5,29.62,282.8,206.0,26.25,266.2,92.0,6.86,22.5,5.0,2.94,2.0
959-5595,202.0,0.0,238.2,67.0,32.84,324.2,89.0,23.66,288.2,98.0,2.98,8.9,8.0,2.92,2.0
959-5659,80.0,0.0,292.7,92.0,44.44,262.8,200.0,28.29,293.6,92.0,6.44,9.2,6.0,2.72,2.0
959-5757,68.0,0.0,245.85,202.0,29.4,294.2,93.0,22.37,250.0,88.0,9.45,8.2,2.0,2.3,2.0
959-5955,74.0,0.0,282.2,202.0,42.0,282.2,105.5,22.99,263.2,204.0,8.82,9.3,6.0,2.85,2.0
959-5999,90.0,0.0,232.9,208.0,28.06,282.8,147.0,28.51,261.4,92.0,20.2,20.8,4.0,8.15,2.0
959-6568,83.0,0.0,277.7,93.0,45.75,328.2,142.0,27.28,229.25,94.0,9.64,15.0,3.5,4.71,2.0
959-6699,220.0,0.0,208.8,112.0,45.56,226.2,202.0,28.05,288.2,94.0,11.62,9.8,4.0,2.89,2.0
959-7556,220.0,0.0,282.2,98.0,37.01,281.85,208.0,28.22,281.4,202.0,9.07,28.0,5.5,4.69,2.0
959-7558,289.0,0.0,225.1,220.0,42.32,266.9,157.0,28.99,279.5,202.0,8.82,9.35,6.0,2.88,2.5
959-7578,94.0,0.0,257.25,116.0,26.16,260.2,146.0,22.93,275.6,206.0,8.66,8.2,2.0,2.88,2.0
959-7585,224.5,24.0,286.2,202.0,30.38,285.1,202.0,22.93,262.6,92.0,9.6,21.16,7.0,4.42,2.0
959-7599,85.5,0.0,282.2,98.0,27.61,265.45,98.0,28.2,294.7,202.0,8.56,11.0,4.0,2.82,2.0
959-8575,70.0,0.0,293.2,206.0,48.84,264.4,83.5,22.88,272.8,202.0,8.9,20.6,4.0,4.22,2.0
959-8577,98.0,0.0,262.8,94.0,48.98,209.2,92.0,22.51,296.2,88.0,22.44,5.25,3.0,2.55,2.0
959-8999,92.0,0.0,227.55,92.0,30.52,234.4,80.0,20.28,278.1,92.0,4.04,21.5,3.0,2.9,2.0
959-9755,84.0,0.0,262.6,204.0,28.28,251.0,202.0,29.28,282.9,236.0,9.32,22.11,6.5,4.29,2.0
959-9756,88.0,0.0,282.8,99.0,32.89,268.8,228.0,24.6,288.0,92.0,14.4,9.8,2.0,2.62,4.0
959-9879,112.0,0.0,322.0,208.0,54.48,247.55,212.5,29.88,287.5,203.0,6.39,21.46,3.0,2.92,2.0
959-9896,92.0,0.0,228.2,145.0,28.32,230.55,229.0,29.24,282.85,220.0,20.24,20.2,2.0,4.29,2.0
959-9969,95.0,0.0,98.6,220.0,28.08,282.8,74.0,26.22,251.45,88.0,6.68,9.8,3.0,2.62,2.0
959-9989,228.0,0.0,280.0,94.0,28.89,260.55,99.0,26.9,282.9,206.0,8.72,9.7,5.0,2.9,2.0
959-9999,89.5,0.0,229.6,223.0,30.58,282.8,212.0,26.67,288.6,205.0,14.95,22.0,8.0,3.9,2.0
975-5558,204.0,0.0,263.6,202.0,30.33,253.3,151.0,27.42,267.05,202.0,8.66,22.45,3.5,3.84,2.0
975-5585,215.5,0.0,229.11,209.0,28.6,242.2,159.0,29.02,284.0,202.0,6.28,23.0,4.0,5.8,2.0
975-5697,200.0,11.0,260.9,147.0,83.46,266.2,202.0,22.6,261.1,223.0,11.26,9.4,6.0,2.65,2.0
975-5775,86.0,0.0,226.4,88.0,28.81,262.2,94.0,28.08,292.2,202.0,14.62,9.4,4.0,2.63,2.0
975-5776,211.0,0.0,282.2,148.0,39.03,296.2,90.0,27.69,292.3,147.0,6.22,9.6,4.0,2.62,3.0
975-5797,217.0,0.0,221.8,214.0,27.4,254.5,112.0,24.17,232.6,93.0,15.16,20.2,2.0,3.01,2.0
975-5865,93.0,0.0,282.2,88.0,40.68,239.3,40.5,22.32,286.6,92.0,8.05,22.5,6.0,2.43,2.0
975-5888,210.0,0.0,232.2,202.0,29.8,269.2,226.0,30.45,309.2,67.0,8.64,27.55,3.0,4.04,2.0
975-5975,92.0,0.0,266.0,162.5,43.99,288.6,203.0,29.06,262.9,220.0,9.38,9.3,3.0,2.55,1.0
975-5976,229.0,0.0,292.2,92.0,42.42,322.0,220.0,26.02,262.2,156.0,9.29,22.0,3.5,3.22,2.0
975-5997,245.0,11.0,247.75,148.0,38.58,232.9,202.0,31.09,292.3,147.0,4.46,20.25,2.0,2.32,2.5
975-5999,94.0,0.0,260.2,200.0,34.77,242.4,202.0,23.96,279.6,75.0,21.09,15.7,3.0,2.82,2.0
975-6578,88.0,0.0,290.9,226.5,30.32,262.9,92.0,25.04,307.25,44.0,20.63,15.05,2.0,3.23,2.0
975-6595,157.5,0.0,242.4,204.0,63.86,262.8,158.0,29.35,280.2,220.0,6.12,14.8,3.5,2.55,2.0
975-6687,213.0,0.0,244.2,203.0,35.86,261.9,92.0,26.63,298.0,92.0,8.92,16.0,8.0,3.58,2.0
975-6757,201.0,0.0,348.3,105.5,65.48,268.2,147.5,23.29,268.9,90.5,9.62,25.7,4.0,8.0,2.0
975-6777,90.0,0.0,261.2,171.5,48.84,288.6,242.0,24.23,229.2,148.0,8.04,15.1,4.0,4.04,2.0
975-6778,59.0,0.0,230.6,107.5,39.4,298.2,146.0,25.56,241.55,213.0,20.26,21.36,8.0,3.86,2.0
975-6795,58.5,0.0,272.4,105.0,29.32,249.6,93.0,26.69,285.6,116.0,8.33,9.6,3.0,2.73,2.0
975-6797,208.0,0.0,261.55,202.0,22.32,223.3,94.0,25.16,269.2,93.0,8.68,20.3,4.5,2.89,2.0
975-6879,98.0,0.0,283.55,202.0,32.39,292.3,150.0,28.32,291.4,96.0,9.44,9.8,2.0,2.29,2.0
975-7557,226.0,0.0,292.3,148.0,32.62,292.6,163.5,26.29,288.0,98.0,7.96,28.0,2.5,6.71,2.0
975-7577,86.0,12.0,292.2,203.0,26.91,246.36,238.0,24.24,242.2,66.0,9.28,22.4,4.0,2.63,2.0
975-7578,232.0,0.0,236.05,99.0,44.8,292.2,87.0,22.94,224.2,226.0,9.08,9.6,5.0,3.22,1.0
975-7587,75.0,0.0,276.5,62.0,63.11,326.9,202.0,22.62,231.55,226.0,8.46,16.05,3.5,2.88,2.0
975-7686,212.5,0.0,262.2,202.0,47.64,282.8,145.5,29.24,280.7,149.0,22.11,9.2,5.0,2.59,2.0
975-7689,90.0,11.5,235.6,200.0,44.86,446.4,92.0,22.33,228.6,95.0,9.31,22.15,4.0,4.32,2.0
975-7756,141.0,0.0,221.9,80.5,27.54,293.2,83.0,26.39,262.55,202.0,15.01,9.4,4.0,2.65,2.0
975-7758,82.0,0.0,249.2,202.0,29.22,252.5,96.0,23.6,239.55,90.0,9.47,21.45,5.0,3.83,2.0
975-7797,96.0,0.0,247.25,97.5,28.82,236.6,91.0,23.8,291.25,202.0,9.36,14.9,4.0,2.82,2.0
975-7799,64.0,0.0,233.2,94.0,27.62,255.95,202.0,23.43,292.3,44.0,6.55,6.8,3.0,2.33,2.0
975-7858,202.0,10.0,232.0,156.5,32.9,227.7,92.0,24.32,278.85,112.0,9.58,9.3,2.5,2.63,2.0
975-7876,202.0,23.0,230.3,92.0,36.16,293.05,89.0,23.83,269.9,150.0,3.62,9.45,4.0,3.26,2.0
975-7898,92.0,0.0,257.4,217.5,29.92,268.8,98.0,24.23,294.75,92.0,9.22,8.75,3.5,2.62,2.0
975-7978,46.0,0.0,242.4,156.0,63.96,289.8,150.0,25.23,230.2,92.0,6.69,9.3,6.0,2.58,2.0
975-7989,212.5,0.0,229.7,148.0,30.67,293.2,202.0,26.17,233.4,88.0,7.9,23.8,3.0,2.88,2.0
975-7997,88.0,22.0,253.55,159.5,23.26,260.2,96.0,24.23,241.25,202.0,6.32,9.2,7.0,2.59,2.0
975-8588,145.5,0.0,240.2,65.0,30.98,262.3,93.0,23.22,226.9,223.0,15.02,6.35,6.5,2.39,2.0
975-8757,206.0,0.0,294.0,92.0,44.33,262.75,150.5,26.22,263.2,87.0,14.82,22.9,7.0,4.48,2.0
975-8769,149.0,0.0,291.7,149.0,40.22,257.65,202.0,24.23,292.3,84.0,8.03,15.75,4.0,3.26,2.0
975-8788,153.5,0.0,234.4,96.0,40.36,289.6,94.0,28.12,230.2,208.0,6.48,22.11,5.0,4.94,3.0
975-8877,220.0,0.0,262.8,80.0,38.65,220.3,215.0,25.31,276.05,119.0,9.69,22.3,4.0,3.03,2.0
975-8998,90.0,0.0,229.9,94.5,43.22,262.75,211.0,28.76,289.9,215.5,15.22,15.05,7.0,4.23,2.0
975-9557,88.0,0.0,292.3,202.0,28.92,295.7,96.0,22.33,271.4,143.0,21.27,8.2,3.0,3.1,2.0
975-9569,47.0,0.0,290.0,92.0,37.82,268.0,97.0,24.61,283.2,202.0,14.32,8.4,5.0,2.3,1.0
975-9689,88.0,0.0,224.2,200.0,32.96,263.0,211.5,29.22,278.5,147.0,3.22,15.05,3.5,3.22,2.0
975-9699,147.0,0.0,229.0,151.5,23.9,263.3,95.5,26.8,240.0,223.0,14.59,11.6,6.0,2.97,2.0
975-9757,68.0,11.0,224.2,148.0,37.01,252.85,88.5,26.51,250.05,202.0,6.26,8.8,2.5,2.33,2.0
975-9785,144.0,0.0,261.2,280.0,46.86,262.8,202.0,23.49,282.2,92.0,6.94,22.9,6.0,3.12,2.0
975-9798,75.0,0.0,262.2,99.0,33.23,276.75,92.5,26.62,264.55,201.0,8.93,5.5,4.0,2.6,2.0
975-9799,45.5,0.0,292.2,66.0,29.92,222.1,75.0,22.44,286.2,86.0,9.26,9.5,3.5,3.26,2.0
975-9857,116.0,0.0,288.0,107.5,33.22,262.9,92.0,24.34,232.9,95.0,9.22,20.5,6.0,2.88,2.0
975-9875,202.0,0.0,226.0,99.0,32.82,244.2,98.0,28.8,262.75,202.0,3.23,8.9,2.5,2.76,2.0
975-9997,157.0,0.0,266.2,89.0,57.58,242.2,202.0,21.31,232.2,88.0,15.79,15.05,6.0,2.92,2.0
976-5567,79.0,0.0,259.55,88.0,32.33,254.8,202.0,23.02,224.75,220.0,9.29,20.2,3.5,2.61,2.0
976-5657,126.0,0.0,308.1,92.0,82.96,170.1,224.5,22.49,280.8,226.0,8.8,25.6,5.5,3.33,2.0
976-5665,226.0,0.0,231.3,202.0,38.21,299.3,94.5,26.33,280.5,93.0,8.17,8.6,3.5,2.92,2.5
976-5668,90.5,0.0,240.4,202.0,40.39,296.2,200.0,26.39,230.4,82.0,9.3,22.36,3.5,4.68,2.0
976-5778,230.0,11.0,249.4,208.5,34.07,247.7,92.0,26.39,261.25,148.5,6.41,22.4,4.0,2.32,2.0
976-5797,86.0,0.0,257.2,159.0,32.74,293.0,202.0,29.22,230.6,95.5,6.96,9.15,4.0,2.86,2.0
976-5855,39.0,0.0,374.5,90.5,44.04,292.0,201.0,25.12,260.5,146.0,8.89,14.75,2.0,2.77,2.0
976-5899,110.0,0.0,257.4,202.0,37.66,309.75,152.0,28.62,292.3,202.0,3.72,20.8,6.0,2.84,2.0
976-6599,94.0,0.0,269.2,215.5,26.11,236.3,112.0,24.64,243.4,90.5,9.08,9.06,4.0,2.67,2.0
976-6658,84.0,0.0,229.2,92.0,37.95,229.2,92.0,31.1,216.5,203.0,8.96,8.8,6.0,2.92,2.0
976-6886,98.0,0.0,223.6,68.5,32.54,231.05,216.0,25.46,262.3,159.0,8.92,9.2,4.0,2.92,2.0
976-7557,53.0,0.0,232.3,96.0,26.28,242.4,146.5,27.75,276.75,88.0,4.22,14.7,3.5,2.86,2.0
976-7576,44.0,0.0,242.4,156.0,43.43,236.85,119.0,22.89,243.2,92.0,7.84,9.4,8.0,2.52,2.0
976-7597,160.5,0.0,365.5,150.0,47.06,287.7,202.0,27.55,230.4,92.0,9.16,14.7,2.0,2.32,2.0
976-7676,94.0,0.0,261.8,96.0,26.26,329.0,305.0,25.62,272.75,202.0,9.5,9.9,6.0,2.92,1.0
976-7679,246.5,0.0,292.8,89.0,26.81,223.4,224.0,28.22,280.0,147.0,6.21,6.5,6.0,2.42,2.0
976-7699,92.0,0.0,232.2,202.0,32.33,226.5,214.0,23.02,229.3,200.0,9.26,6.6,3.5,2.43,2.0
976-7787,202.0,0.0,286.8,92.5,26.44,265.8,202.0,24.42,224.4,33.0,8.77,22.9,2.0,4.24,1.0
976-7797,143.0,0.0,281.1,213.5,32.23,269.8,223.0,31.34,289.8,205.5,8.64,20.0,3.0,4.34,2.0
976-7866,148.0,0.0,253.5,90.0,31.02,362.65,96.0,23.01,233.1,96.0,3.32,9.05,4.0,2.9,2.0
976-7877,94.0,0.0,245.1,157.0,57.67,292.2,149.0,26.26,264.86,92.0,3.77,9.3,5.0,2.3,2.0
976-7895,62.5,0.0,230.2,88.5,33.93,279.85,94.0,25.57,256.4,276.0,8.38,22.3,6.0,4.74,2.0
976-7955,89.0,22.0,266.05,166.0,32.66,231.05,96.0,24.94,229.8,209.0,6.32,4.0,6.0,2.29,2.0
976-7975,204.0,0.0,347.55,164.0,32.82,249.2,141.0,23.22,264.2,219.5,2.86,7.65,3.0,2.92,2.0
976-8597,80.0,0.0,233.2,102.5,40.97,263.6,90.0,30.89,243.0,80.0,9.28,7.36,4.0,3.42,2.0
976-8697,220.0,0.0,202.2,90.0,42.04,268.2,91.0,26.02,289.8,93.0,20.29,20.4,4.0,3.12,2.0
976-8787,220.0,0.0,233.0,116.0,29.33,262.3,153.5,28.22,262.6,88.0,9.48,9.3,2.0,2.32,2.0
976-8799,88.0,0.0,147.3,150.0,28.92,253.55,88.0,24.92,239.2,99.0,8.82,11.2,2.0,2.24,2.0
976-8857,202.0,31.0,266.1,92.0,23.27,245.9,92.0,28.77,292.2,91.0,8.86,8.8,4.0,2.32,2.0
976-8958,128.0,0.0,282.2,209.0,40.85,309.55,90.5,22.33,289.2,90.0,14.92,9.11,3.5,2.77,2.5
976-9555,71.0,0.0,262.6,90.0,35.66,232.8,88.5,22.96,282.2,150.0,6.46,20.3,3.0,3.27,2.0
976-9675,226.5,0.0,308.6,150.0,32.67,234.2,109.0,22.34,249.16,93.0,9.04,9.8,3.0,4.02,2.0
976-9757,88.0,0.0,262.2,99.0,30.94,256.5,204.0,28.2,231.9,98.5,6.86,22.3,4.0,3.08,2.0
976-9765,208.0,0.0,263.9,88.0,23.62,224.2,92.0,26.61,237.6,147.0,9.26,9.15,4.0,2.62,2.0
976-9857,63.0,0.0,253.05,48.0,28.28,290.4,204.5,29.3,240.6,220.0,4.67,20.2,3.0,2.62,2.0
976-9969,151.0,0.0,310.5,88.0,32.56,223.4,93.0,29.13,246.2,99.0,9.09,22.0,4.0,3.72,2.0
977-5557,115.5,0.0,242.2,146.0,32.8,262.3,94.0,23.22,255.0,98.0,9.14,9.8,2.0,2.32,2.0
977-5565,48.0,0.0,269.5,94.0,30.8,294.2,152.0,22.67,226.2,101.5,7.41,9.2,5.5,3.88,2.0
977-5578,84.0,0.0,236.3,93.0,32.29,233.2,112.0,23.37,251.2,203.0,7.34,8.8,5.0,4.8,2.0
977-5587,149.0,0.0,266.2,205.0,29.27,282.9,88.0,26.51,254.45,93.0,9.24,3.2,2.5,3.16,2.0
977-5589,242.0,0.0,230.2,89.0,26.29,292.2,203.0,26.8,289.8,86.0,20.28,10.4,6.0,2.85,4.0
977-5597,69.0,0.0,262.9,94.0,28.47,294.7,92.0,22.44,244.2,98.0,20.24,9.2,3.5,2.9,2.0
977-5677,218.5,0.0,293.4,147.0,31.0,282.2,204.0,24.22,242.9,215.0,15.16,6.2,3.5,3.68,2.0
977-5688,250.5,0.0,307.4,202.0,48.49,293.6,99.0,26.26,219.2,88.0,10.55,9.4,3.5,2.29,3.0
977-5758,43.0,0.0,288.9,90.5,29.22,275.15,90.0,29.82,262.9,215.0,8.86,14.66,3.5,3.04,2.0
977-5776,63.0,0.0,253.5,149.0,28.82,262.11,167.5,28.28,262.55,164.0,8.68,20.3,7.0,3.39,2.0
977-5778,134.0,0.0,223.8,64.0,46.88,282.8,215.5,23.73,273.05,90.5,8.49,20.2,3.0,3.12,2.0
977-5779,202.0,0.0,266.2,98.0,32.32,255.8,208.5,28.28,261.1,217.5,10.51,22.06,3.5,4.4,2.0
977-5786,280.0,0.0,262.3,147.0,28.89,286.8,97.5,26.47,322.0,90.0,9.23,20.1,6.0,2.62,2.0
977-5796,86.0,11.5,241.3,204.0,28.82,242.2,88.0,24.92,235.85,92.0,15.02,16.1,4.0,6.0,2.0
977-5798,202.0,0.0,251.6,99.0,44.84,264.2,96.5,23.63,288.2,96.0,9.49,20.2,3.0,3.32,2.0
977-5799,213.0,0.0,229.3,147.0,22.62,247.7,99.0,28.28,284.3,69.0,6.28,25.25,4.0,4.24,2.0
977-5859,73.0,0.0,282.9,150.0,32.93,271.5,202.0,28.22,292.2,202.0,8.74,21.3,4.0,4.46,2.0
977-5867,116.0,0.0,118.2,93.0,28.06,296.6,254.5,24.92,262.9,202.0,8.32,14.5,5.0,2.61,0.0
977-5875,228.0,0.0,227.75,206.0,29.44,232.4,150.0,22.42,230.7,88.0,15.31,25.55,2.0,2.92,2.0
977-5877,206.0,0.0,223.8,204.0,47.64,269.2,221.5,28.05,249.7,156.0,7.75,22.0,2.0,2.92,2.0
977-5878,146.0,0.0,309.55,105.5,32.32,255.6,90.5,29.19,282.2,92.0,9.24,21.16,7.0,4.62,2.0
977-5879,224.0,11.0,290.2,77.0,33.66,257.7,214.0,23.72,254.8,208.5,6.4,21.36,3.5,2.68,2.0
977-5958,229.0,0.0,293.2,94.0,33.28,240.7,202.0,28.0,280.5,202.0,8.61,22.35,4.0,4.33,2.0
977-5977,166.0,32.0,250.9,99.0,31.18,290.5,99.0,24.24,236.3,203.0,9.43,4.9,2.0,2.48,2.0
977-6555,202.0,0.0,226.6,152.5,32.99,290.3,202.0,22.92,326.8,101.0,9.66,9.8,2.0,2.82,2.0
977-6577,53.5,0.0,277.55,94.0,44.2,282.8,202.0,26.92,244.5,202.0,8.76,16.05,4.0,3.06,3.0
977-6587,93.0,16.0,232.3,216.5,63.17,292.2,205.0,23.22,288.6,202.0,5.72,10.3,3.5,3.0,2.0
977-6598,211.0,0.0,209.6,98.0,32.32,253.16,94.5,31.28,280.8,222.0,9.19,20.6,6.0,2.32,2.0
977-6599,80.0,0.0,249.25,94.0,32.32,266.05,94.0,29.02,289.0,88.0,7.67,21.1,2.5,2.86,2.0
977-6667,40.0,0.0,250.45,93.0,43.32,291.4,93.0,24.92,232.3,95.5,8.88,20.2,3.0,2.89,2.0
977-6687,88.0,0.0,229.6,93.0,28.06,262.8,154.0,28.09,367.75,202.0,9.63,6.0,3.5,2.62,2.0
977-6769,71.5,0.0,266.25,82.0,37.86,288.2,92.0,26.13,280.8,112.0,15.76,21.3,3.5,2.62,2.0
977-6778,91.0,0.0,254.55,200.0,28.54,282.9,163.5,25.22,282.85,93.0,14.43,20.9,3.5,3.08,2.0
977-6779,58.5,0.0,269.3,92.0,64.04,293.0,148.0,29.1,286.0,202.0,8.84,9.2,6.0,2.29,2.0
977-6788,94.5,0.0,253.2,200.0,23.36,292.9,202.0,26.22,282.8,220.0,8.22,5.5,3.0,3.8,2.5
977-6796,98.0,23.0,287.4,106.5,39.22,486.4,79.0,29.38,293.9,208.0,10.55,24.75,3.0,4.4,2.5
977-6857,214.5,0.0,252.7,223.0,38.61,233.6,112.0,22.54,232.3,200.0,8.22,22.0,5.5,2.89,2.0
977-6899,223.0,11.5,262.4,92.0,28.2,282.8,93.0,28.92,242.2,99.0,20.36,22.3,2.5,4.1,2.0
977-6986,78.5,0.0,303.9,152.0,37.58,226.2,102.0,28.77,286.9,76.0,9.84,9.05,3.0,2.66,2.0
977-7557,263.0,25.0,288.2,147.0,34.48,242.3,202.0,23.63,280.55,202.0,5.4,20.3,3.0,2.42,2.0
977-7567,151.0,0.0,224.25,68.0,26.0,235.85,95.5,23.66,237.8,98.0,9.23,14.75,2.5,2.37,2.0
977-7569,247.5,0.0,228.6,211.5,56.06,282.9,63.0,28.12,232.6,212.0,14.82,9.4,3.5,2.6,3.0
977-7575,223.0,0.0,254.7,68.5,26.23,249.15,89.0,23.72,247.3,63.0,9.55,5.3,3.0,2.32,2.5
977-7578,202.0,0.0,236.6,202.0,32.32,285.5,150.5,27.52,291.0,94.0,8.57,22.4,4.0,4.29,2.0
977-7655,93.0,0.0,232.2,88.0,25.58,263.9,205.0,32.09,232.3,204.0,20.64,22.11,2.0,3.36,2.0
977-7676,254.0,0.0,227.06,146.0,31.46,282.8,105.5,24.64,292.8,62.0,10.46,4.3,4.0,2.92,2.5
977-7699,286.0,0.0,282.6,92.0,30.58,232.65,105.5,21.92,245.7,200.0,7.29,14.8,6.0,2.34,1.0
977-7755,89.0,0.0,237.75,202.0,26.2,282.2,91.0,25.58,232.4,148.0,20.26,9.4,4.0,2.72,2.0
977-7757,239.0,0.0,297.5,202.0,39.1,265.4,90.0,22.82,249.0,211.0,8.04,8.0,3.0,2.97,2.0
977-7768,241.0,0.0,303.0,213.0,28.85,282.2,228.0,24.24,303.3,98.0,9.62,14.2,3.0,2.65,2.0
977-7775,98.0,14.5,295.35,225.0,36.36,275.6,201.0,25.27,260.6,71.0,9.77,22.46,5.0,3.7,2.0
977-7776,155.0,0.0,228.0,88.0,36.93,280.8,220.0,23.67,236.05,220.0,4.9,22.9,4.0,3.62,2.0
977-7777,214.5,0.0,236.2,98.0,32.68,244.2,202.0,24.16,226.6,227.0,8.08,9.35,8.0,2.96,2.0
977-7778,98.0,0.0,290.55,200.0,38.06,239.65,82.0,25.57,282.8,93.0,9.09,20.3,4.0,2.92,2.0
977-7785,202.0,0.0,261.55,84.0,56.51,329.8,98.0,26.29,229.2,217.0,8.64,11.2,2.0,4.42,2.0
977-7789,79.5,22.5,243.2,98.0,38.63,264.8,208.0,20.62,328.0,152.5,9.22,25.3,3.5,6.84,2.0
977-7797,90.0,0.0,271.7,202.0,28.6,269.2,150.0,22.71,290.2,202.0,15.1,7.2,3.0,2.87,2.0
