Phone Number,Churn,Account Length,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,VMail Message,CustServ Calls,total_mins,total_calls,avg_mins_per_call,day_mins_share,eve_mins_share,night_mins_share,intl_mins_share,intl_call_rate,intl_charge_per_min,vmail_usage_rate,calls_per_day,peak_period_share,usage_time_std,dominant_usage_period,total_charge,charge_per_min
795-7795,1,224,254.6,222,43.12,282.2,90,28.29,292.2,147,9.28,20.11,2,2.86,0,2,829.0,459,1.8061,0.3071,0.3404,0.3525,0.0243,0.0044,0.1422,0.0,2.0491,0.3525,19.4744,Night,83.55,0.1008
795-7796,0,86,228.8,98,29.51,262.2,97,26.86,264.3,215,9.09,20.9,4,3.88,0,2,755.3,410,1.8422,0.3029,0.3471,0.3499,0.0277,0.0098,0.1856,0.0,4.7674,0.3499,19.9174,Night,69.34,0.0918
795-7855,1,94,288.2,98,30.92,220.2,94,23.99,228.2,99,6.24,21.85,6,2.82,0,2,736.6,291,2.5313,0.3913,0.2989,0.3098,0.0297,0.0206,0.1291,0.0,3.0957,0.3913,37.1663,Day,63.97,0.0868
795-7856,1,146,272.75,202,29.73,268.8,99,28.22,290.05,99,8.82,22.3,2,8.26,0,2,831.6,400,2.079,0.328,0.3232,0.3488,0.0268,0.005,0.3704,0.0,2.7397,0.3488,11.3023,Night,75.03,0.0902
795-7857,1,233,286.8,98,29.3,274.5,208,24.03,289.8,226,20.03,8.7,2,2.5,20,2,851.1,532,1.5998,0.337,0.3225,0.3405,0.0102,0.0038,0.2874,0.0376,2.2833,0.3405,8.1074,Night,75.86,0.0891
795-7877,0,92,286.2,145,32.93,232.2,59,23.22,299.0,73,22.62,9.11,2,3.72,0,2,817.4,277,2.9509,0.3501,0.2841,0.3658,0.0111,0.0072,0.4083,0.0,3.0109,0.3658,35.4544,Night,82.49,0.1009
795-7879,0,48,230.2,62,25.24,244.2,110,28.22,233.2,266,9.59,20.2,4,4.03,0,2,707.6,438,1.6155,0.3253,0.3451,0.3296,0.0285,0.0091,0.1995,0.0,9.125,0.3451,7.3711,Evening,67.08,0.0948
795-7889,1,86,224.0,94,36.72,297.9,90,26.48,242.0,229,10.58,22.3,2,3.27,0,2,763.9,413,1.8496,0.2932,0.39,0.3168,0.0292,0.0048,0.1466,0.0,4.8023,0.39,38.5357,Evening,77.05,0.1009
795-7897,0,92,259.7,202,42.23,247.2,89,9.82,289.0,88,15.38,20.2,3,3.54,11,2,795.9,379,2.1,0.3263,0.3106,0.3631,0.0254,0.0079,0.1752,0.029,4.1196,0.3631,21.4553,Night,70.97,0.0892
795-7898,0,80,289.7,151,37.08,262.3,96,28.92,311.5,94,8.86,11.9,8,2.83,0,2,863.5,341,2.5323,0.3355,0.3038,0.3607,0.0138,0.0235,0.2378,0.0,4.2625,0.3607,24.6531,Night,77.69,0.09
795-7899,1,89,242.3,88,28.29,244.2,92,24.34,282.6,228,9.12,20.2,4,5.25,0,2,769.1,408,1.885,0.315,0.3175,0.3674,0.0263,0.0098,0.2599,0.0,4.5843,0.3674,22.7386,Night,67.0,0.0871
795-7957,1,223,262.0,147,32.28,294.05,216,28.91,244.2,98,8.4,23.2,6,4.42,0,2,800.25,461,1.7359,0.3274,0.3674,0.3052,0.029,0.013,0.1905,0.0,2.0673,0.3674,25.2622,Evening,74.01,0.0925
795-7959,0,88,234.0,202,45.58,236.3,156,27.52,282.5,202,4.72,15.96,5,4.31,0,2,752.8,560,1.3443,0.3108,0.3139,0.3753,0.0212,0.0089,0.2701,0.0,6.3636,0.3753,27.3617,Night,82.13,0.1091
795-7965,1,124,262.9,202,29.41,263.25,220,22.01,226.1,84,9.44,9.2,2,2.47,0,2,752.25,506,1.4867,0.3495,0.35,0.3006,0.0122,0.004,0.2685,0.0,4.0806,0.35,21.3482,Evening,63.33,0.0842
795-7968,1,93,271.15,146,32.08,236.3,150,23.76,232.2,203,9.32,9.4,2,2.35,0,2,739.65,499,1.4823,0.3666,0.3195,0.3139,0.0127,0.004,0.25,0.0,5.3656,0.3666,21.4026,Day,67.51,0.0913
795-7975,0,202,289.8,222,43.73,282.1,213,29.69,261.65,216,9.29,20.4,4,2.26,0,2,833.55,651,1.2804,0.3477,0.3384,0.3139,0.0245,0.0061,0.1108,0.0,3.2228,0.3477,14.5483,Day,84.97,0.1019
795-7979,1,68,246.2,205,42.94,275.5,202,25.13,275.05,202,9.1,23.3,2,4.84,0,2,796.75,609,1.3083,0.309,0.3458,0.3452,0.0292,0.0033,0.2077,0.0,8.9559,0.3458,16.788,Evening,82.01,0.1029
795-7987,0,154,239.3,214,86.82,223.5,143,28.29,232.2,204,9.26,20.3,4,3.09,0,2,695.0,561,1.2389,0.3443,0.3216,0.3341,0.0292,0.0071,0.1522,0.0,3.6429,0.3443,7.9135,Day,127.46,0.1834
795-7988,0,148,233.05,208,22.99,282.85,96,26.22,288.0,92,20.2,20.8,8,5.04,0,2,803.9,396,2.0301,0.2899,0.3518,0.3583,0.0259,0.0202,0.2423,0.0,2.6757,0.3583,30.3482,Night,74.45,0.0926
795-7997,1,90,262.8,96,43.02,282.2,92,26.44,242.3,92,20.22,8.85,6,2.87,0,2,787.3,280,2.8118,0.3338,0.3584,0.3078,0.0112,0.0214,0.3243,0.0,3.1111,0.3584,19.9525,Evening,92.55,0.1176
795-7998,1,64,230.2,208,29.62,230.3,104,29.39,232.2,65,9.65,21.25,5,4.08,0,2,692.7,377,1.8374,0.3323,0.3325,0.3352,0.0307,0.0133,0.192,0.0,5.8906,0.3352,1.1269,Night,72.74,0.105
795-7999,1,53,253.1,228,45.58,252.7,36,24.7,253.2,159,15.09,20.2,4,2.28,11,2,759.0,423,1.7943,0.3335,0.3329,0.3336,0.0266,0.0095,0.1129,0.026,7.9811,0.3336,0.2646,Night,87.65,0.1155
795-8577,1,232,290.2,96,44.02,230.6,98,25.28,268.8,105,15.57,22.35,3,4.46,0,2,789.6,299,2.6408,0.3675,0.292,0.3404,0.0283,0.01,0.1996,0.0,1.2888,0.3675,30.1921,Day,89.33,0.1131
795-8595,0,152,282.8,226,44.44,288.2,92,26.54,265.45,99,8.22,22.2,2,3.97,0,2,836.45,417,2.0059,0.3381,0.3446,0.3174,0.0265,0.0048,0.1788,0.0,2.7434,0.3446,11.8866,Evening,83.17,0.0994
795-8758,1,88,268.8,98,32.02,262.6,89,29.22,262.45,202,9.11,9.8,6,2.62,0,2,793.85,389,2.0407,0.3386,0.3308,0.3306,0.0123,0.0154,0.2673,0.0,4.4205,0.3386,3.6236,Day,72.97,0.0919
795-8767,1,80,292.3,98,37.13,263.6,92,26.15,328.8,69,9.78,22.7,2,3.92,0,2,884.7,259,3.4158,0.3304,0.298,0.3717,0.0257,0.0077,0.1727,0.0,3.2375,0.3717,32.6777,Night,76.98,0.087
795-8778,1,90,286.9,92,40.24,261.1,96,28.69,288.05,84,4.55,20.9,2,4.56,0,2,836.05,272,3.0737,0.3432,0.3123,0.3445,0.025,0.0074,0.2182,0.0,3.0222,0.3445,15.2385,Night,78.04,0.0933
795-8785,1,110,233.2,82,36.58,243.2,92,23.02,290.2,202,8.75,9.35,4,2.42,0,2,766.6,376,2.0388,0.3042,0.3172,0.3786,0.0122,0.0106,0.2588,0.0,3.4182,0.3786,30.4357,Night,70.77,0.0923
795-8797,0,90,282.2,200,32.28,242.2,93,26.23,296.9,89,9.04,6.6,2,2.43,0,2,821.3,382,2.15,0.3436,0.2949,0.3615,0.008,0.0052,0.3682,0.0,4.2444,0.3615,28.3084,Night,69.98,0.0852
795-8798,1,206,286.8,208,40.04,269.2,202,26.82,288.0,202,9.6,22.11,4,4.68,0,2,844.0,612,1.3791,0.3398,0.319,0.3412,0.0262,0.0065,0.2117,0.0,2.9709,0.3412,10.5249,Night,81.14,0.0961
795-8885,1,92,280.2,92,46.91,286.2,202,24.42,268.8,200,6.3,20.9,4,2.92,0,2,835.2,494,1.6907,0.3355,0.3427,0.3218,0.025,0.0081,0.1397,0.0,5.3696,0.3427,8.8386,Evening,80.55,0.0964
795-8967,1,214,292.45,202,36.91,262.75,211,26.22,298.6,98,9.63,21.3,2,3.22,0,2,853.8,511,1.6708,0.3425,0.3077,0.3497,0.0249,0.0039,0.1512,0.0,2.3879,0.3497,19.1709,Night,75.98,0.089
795-8977,0,234,280.2,89,49.68,286.8,93,23.73,275.85,90,6.45,14.7,2,2.5,0,2,842.85,272,3.0987,0.3324,0.3403,0.3273,0.0174,0.0074,0.1701,0.0,1.1624,0.3403,5.5134,Evening,82.36,0.0977
795-8985,0,225,262.2,200,36.5,269.0,93,23.23,245.9,92,4.64,9.2,2,2.3,0,2,777.1,385,2.0184,0.3374,0.3462,0.3164,0.0118,0.0052,0.25,0.0,1.7111,0.3462,11.8711,Evening,66.67,0.0858
795-9557,0,92,225.1,156,40.44,262.2,229,30.76,252.55,220,14.62,20.2,4,3.07,0,2,739.85,605,1.2229,0.3043,0.3544,0.3414,0.0273,0.0066,0.152,0.0,6.5761,0.3544,19.2485,Evening,88.89,0.1201
795-9559,1,92,236.8,160,40.44,287.5,209,28.28,282.85,150,8.24,9.8,6,2.82,0,2,807.15,519,1.5552,0.2934,0.3562,0.3504,0.0121,0.0116,0.2878,0.0,5.6413,0.3562,28.0259,Evening,79.78,0.0988
795-9575,1,236,256.1,163,80.88,242.4,98,23.23,290.6,98,9.82,9.3,2,3.91,0,2,789.1,359,2.1981,0.3245,0.3072,0.3683,0.0118,0.0056,0.4204,0.0,1.5212,0.3683,24.8367,Night,117.84,0.1493
795-9578,0,203,262.2,99,82.28,279.2,150,26.22,288.2,94,9.22,22.8,4,4.84,0,2,829.6,343,2.4187,0.3161,0.3365,0.3474,0.0275,0.0117,0.2123,0.0,1.6897,0.3474,13.2035,Night,122.56,0.1477
795-9579,1,44,204.3,229,38.73,235.4,228,23.08,260.85,202,7.06,9.85,7,2.62,0,2,700.55,659,1.0631,0.2916,0.336,0.3724,0.0141,0.0106,0.266,0.0,14.9773,0.3724,28.322,Night,71.49,0.102
795-9589,1,209,282.2,99,44.07,289.0,202,26.32,240.4,203,9.22,22.2,4,4.42,0,2,811.6,504,1.6103,0.3477,0.3561,0.2962,0.0274,0.0079,0.1991,0.0,2.4115,0.3561,26.3168,Evening,84.03,0.1035
795-9595,1,112,271.1,90,54.46,241.3,225,24.38,280.8,93,9.82,20.6,2,3.58,0,2,793.2,408,1.9441,0.3418,0.3042,0.354,0.026,0.0049,0.1738,0.0,3.6429,0.354,20.5847,Night,92.24,0.1163
795-9597,1,119,272.85,222,42.94,236.65,205,28.27,232.6,98,8.65,20.2,8,2.88,0,2,742.1,525,1.4135,0.3677,0.3189,0.3134,0.0272,0.0152,0.1426,0.0,4.4118,0.3677,22.1619,Day,82.74,0.1115
795-9598,0,89,288.6,204,29.42,268.2,144,27.25,288.05,205,9.94,22.9,4,4.4,0,2,844.85,553,1.5278,0.3416,0.3175,0.3409,0.0271,0.0072,0.1921,0.0,6.2135,0.3416,11.6224,Day,71.01,0.0841
795-9599,1,96,224.0,228,54.46,262.2,158,23.22,292.9,92,8.3,9.9,8,2.88,0,2,779.1,478,1.6299,0.2875,0.3365,0.3759,0.0127,0.0167,0.2909,0.0,4.9792,0.3759,34.518,Night,88.86,0.1141
795-9688,0,83,267.1,228,32.76,253.25,203,25.66,255.85,206,8.38,21.3,4,4.76,0,2,776.2,637,1.2185,0.3441,0.3263,0.3296,0.0274,0.0063,0.2235,0.0,7.6747,0.3441,7.3614,Day,71.56,0.0922
795-9696,0,98,289.05,88,28.55,264.3,150,28.45,272.55,208,7.3,9.2,6,2.46,0,2,825.9,446,1.8518,0.35,0.32,0.33,0.0111,0.0135,0.2674,0.0,4.551,0.35,12.6021,Day,66.76,0.0808
795-9697,1,68,282.9,211,42.23,280.8,92,27.42,296.2,208,8.88,16.0,4,5.54,0,2,859.9,511,1.6828,0.329,0.3265,0.3445,0.0186,0.0078,0.3462,0.0,7.5147,0.3445,8.3512,Night,84.07,0.0978
795-9698,1,217,233.0,220,29.2,228.9,103,28.96,268.2,208,9.92,22.3,4,6.62,0,2,730.1,531,1.375,0.3191,0.3135,0.3673,0.0305,0.0075,0.2969,0.0,2.447,0.3673,21.6038,Night,74.7,0.1023
795-9755,1,88,236.05,92,40.92,262.6,229,24.77,320.6,158,9.07,9.25,4,2.62,0,2,819.25,479,1.7103,0.2881,0.3205,0.3913,0.0113,0.0084,0.2832,0.0,5.4432,0.3913,43.2389,Night,77.38,0.0945
795-9757,1,92,226.9,88,37.12,232.2,98,25.9,291.65,97,9.35,20.25,4,2.89,0,2,750.75,283,2.6528,0.3022,0.3093,0.3885,0.027,0.0141,0.1427,0.0,3.0761,0.3885,35.9513,Night,75.26,0.1002
795-9768,0,62,233.9,211,29.92,290.7,98,26.02,262.2,205,9.42,9.3,2,2.64,0,2,786.8,514,1.5307,0.2973,0.3695,0.3332,0.0118,0.0039,0.2839,0.0,8.2903,0.3695,28.4001,Evening,68.0,0.0864
795-9776,1,98,252.2,203,29.28,308.5,97,26.28,228.8,228,9.4,9.6,7,4.24,10,2,789.5,528,1.4953,0.3194,0.3908,0.2898,0.0122,0.0133,0.4417,0.0189,5.3878,0.3908,40.9661,Evening,69.2,0.0877
795-9779,0,247,243.2,94,43.42,272.9,202,22.87,265.5,78,6.88,20.11,2,2.3,11,3,781.6,374,2.0898,0.3112,0.3492,0.3397,0.0257,0.0053,0.1144,0.0294,1.5142,0.3492,15.4604,Evening,75.47,0.0966
795-9785,1,90,232.4,96,44.04,280.2,91,21.56,276.0,88,21.32,20.8,2,4.11,0,2,788.6,275,2.8676,0.2947,0.3553,0.35,0.0264,0.0073,0.1976,0.0,3.0556,0.3553,26.4683,Evening,91.03,0.1154
795-9788,0,88,308.45,208,35.78,282.2,202,28.86,292.2,209,8.36,23.3,2,2.9,0,2,882.85,619,1.4263,0.3494,0.3196,0.331,0.0264,0.0032,0.1245,0.0,7.0341,0.3494,13.2484,Day,75.9,0.086
795-9795,0,159,268.8,206,26.25,272.25,202,25.51,289.6,94,9.22,20.26,7,4.23,0,2,830.65,502,1.6547,0.3236,0.3278,0.3486,0.0244,0.0139,0.2088,0.0,3.1572,0.3486,11.1472,Night,65.21,0.0785
795-9798,0,228,242.4,110,38.71,252.1,157,25.57,293.2,150,8.83,9.0,6,2.42,0,2,787.7,417,1.889,0.3077,0.32,0.3722,0.0114,0.0144,0.2689,0.0,1.8289,0.3722,26.9689,Night,75.53,0.0959
795-9799,1,242,262.2,92,28.3,262.0,98,28.82,307.7,92,6.94,20.0,4,4.17,11,2,831.9,282,2.95,0.3152,0.3149,0.3699,0.024,0.0142,0.2085,0.039,1.1653,0.3699,26.3274,Night,68.23,0.082
795-9878,0,208,280.2,206,38.14,287.2,278,24.72,282.2,223,8.94,20.2,4,3.32,0,2,849.6,707,1.2017,0.3298,0.338,0.3322,0.0238,0.0057,0.1644,0.0,3.399,0.338,3.6056,Evening,75.12,0.0884
795-9889,1,86,229.6,96,30.85,296.2,93,26.8,281.5,98,9.2,22.11,2,4.36,0,2,807.3,287,2.8129,0.2844,0.3669,0.3487,0.0274,0.007,0.1972,0.0,3.3372,0.3669,34.9887,Evening,71.21,0.0882
795-9898,0,94,229.8,98,30.8,241.75,203,26.05,264.4,96,8.86,8.55,8,4.14,0,2,735.95,397,1.8538,0.3122,0.3285,0.3593,0.0116,0.0202,0.4842,0.0,4.2234,0.3593,17.5736,Night,69.85,0.0949
795-9899,1,96,227.6,211,28.22,230.6,92,26.51,313.4,202,8.82,21.5,7,4.93,0,2,771.6,505,1.5279,0.295,0.2989,0.4062,0.0279,0.0139,0.2293,0.0,5.2604,0.4062,48.6937,Night,68.48,0.0888
795-9955,1,104,242.9,94,40.57,262.6,208,24.0,288.2,158,9.26,9.3,3,2.52,0,2,793.7,460,1.7254,0.306,0.3309,0.3631,0.0117,0.0065,0.271,0.0,4.4231,0.3631,22.7139,Night,76.35,0.0962
795-9957,1,99,228.2,88,29.32,229.11,96,22.98,282.8,160,20.22,8.9,2,2.32,0,2,740.11,344,2.1515,0.3083,0.3096,0.3821,0.012,0.0058,0.2607,0.0,3.4747,0.3821,31.2639,Night,74.84,0.1011
795-9959,1,64,266.2,92,35.26,228.2,211,22.93,242.2,92,8.29,9.2,4,4.05,0,2,736.6,395,1.8648,0.3614,0.3098,0.3288,0.0125,0.0101,0.4402,0.0,6.1719,0.3614,19.218,Day,70.53,0.0958
795-9965,1,146,246.05,206,29.41,257.55,220,23.23,230.5,75,9.44,14.7,2,2.89,0,2,734.1,501,1.4653,0.3352,0.3508,0.314,0.02,0.004,0.1966,0.0,3.4315,0.3508,13.5754,Evening,64.97,0.0885
795-9968,1,92,281.5,200,47.62,290.7,201,27.25,266.8,208,9.27,9.4,4,2.86,0,2,839.0,609,1.3777,0.3355,0.3465,0.318,0.0112,0.0066,0.3043,0.0,6.6196,0.3465,12.055,Evening,87.0,0.1037
795-9977,1,228,282.2,92,44.88,286.3,151,27.55,268.8,83,9.2,15.0,4,2.82,0,2,837.3,326,2.5684,0.337,0.3419,0.321,0.0179,0.0123,0.188,0.0,1.4298,0.3419,9.1526,Evening,84.45,0.1009
795-9985,1,110,262.9,95,53.92,273.25,204,28.08,292.5,98,8.86,20.0,8,4.0,0,2,828.65,397,2.0873,0.3173,0.3298,0.353,0.0241,0.0202,0.2,0.0,3.6091,0.353,15.0213,Night,94.86,0.1145
795-9988,0,82,243.4,90,29.88,290.8,112,23.02,249.2,216,9.18,8.65,3,2.92,0,2,783.4,418,1.8742,0.3107,0.3712,0.3181,0.011,0.0072,0.3376,0.0,5.0976,0.3712,25.8552,Evening,65.0,0.083
795-9989,1,176,262.2,212,49.44,229.9,226,28.59,261.5,208,20.62,14.96,4,3.09,0,2,753.6,646,1.1666,0.3479,0.3051,0.347,0.0199,0.0062,0.2066,0.0,3.6705,0.3479,18.4497,Day,101.74,0.135
795-9998,1,69,243.3,203,40.66,242.3,99,24.2,288.2,150,9.52,20.2,6,2.88,0,2,773.8,452,1.7119,0.3144,0.3131,0.3724,0.0261,0.0133,0.1426,0.0,6.5507,0.3724,26.2165,Night,77.26,0.0998
795-9999,1,88,282.2,226,67.91,262.0,90,26.05,282.9,202,8.96,15.0,4,4.29,0,2,827.1,518,1.5967,0.3412,0.3168,0.342,0.0181,0.0077,0.286,0.0,5.8864,0.342,11.8697,Night,107.21,0.1296
796-5567,1,230,227.7,95,42.24,240.0,90,29.28,252.05,94,7.91,20.55,2,3.12,0,2,719.75,279,2.5797,0.3164,0.3334,0.3502,0.0286,0.0072,0.1518,0.0,1.213,0.3502,12.1752,Night,82.55,0.1147
796-5569,1,234,280.2,149,47.96,268.0,90,29.8,277.6,94,8.55,20.55,2,3.12,0,2,825.8,333,2.4799,0.3393,0.3245,0.3362,0.0249,0.006,0.1518,0.0,1.4231,0.3393,6.426,Day,89.43,0.1083
796-5578,1,202,224.4,92,36.44,287.65,92,24.42,282.9,88,6.68,8.5,5,2.62,22,2,794.95,272,2.9226,0.2823,0.3618,0.3559,0.0107,0.0184,0.3082,0.0809,1.3465,0.3618,35.2264,Evening,70.16,0.0883
796-5587,0,89,282.9,149,42.24,233.1,202,27.56,285.2,99,4.24,20.9,6,3.67,0,2,801.2,450,1.7804,0.3531,0.2909,0.356,0.0261,0.0133,0.1756,0.0,5.0562,0.356,29.4385,Night,77.71,0.097
796-5677,1,145,256.2,80,25.9,260.45,40,24.66,267.4,216,9.48,15.6,4,3.22,11,2,784.05,336,2.3335,0.3268,0.3322,0.341,0.0199,0.0119,0.2064,0.0327,2.3172,0.341,5.654,Night,63.26,0.0807
796-5699,0,202,283.45,92,29.88,289.35,94,22.99,244.2,204,9.24,9.3,4,4.22,0,2,817.0,390,2.0949,0.3469,0.3542,0.2989,0.0114,0.0103,0.4538,0.0,1.9307,0.3542,24.5421,Evening,66.33,0.0812
796-5759,1,90,249.95,92,32.14,280.0,90,28.16,256.3,209,9.24,20.2,4,2.41,0,2,786.25,391,2.0109,0.3179,0.3561,0.326,0.0257,0.0102,0.1193,0.0,4.3444,0.3561,15.8378,Evening,71.95,0.0915
796-5775,0,200,228.2,202,30.94,241.15,97,29.54,262.8,82,9.92,8.2,2,2.86,0,2,732.15,381,1.9217,0.3117,0.3294,0.3589,0.0112,0.0052,0.3488,0.0,1.905,0.3589,17.4813,Night,73.26,0.1001
796-5779,1,72,242.2,82,29.59,254.5,203,28.62,269.0,223,22.88,15.05,3,3.12,11,2,765.7,508,1.5073,0.3163,0.3324,0.3513,0.0197,0.0059,0.2073,0.0217,7.0556,0.3513,13.415,Night,84.21,0.11
796-5787,0,62,242.2,98,29.64,268.8,200,26.26,276.0,212,7.9,9.6,5,3.13,0,2,787.0,510,1.5431,0.3078,0.3416,0.3507,0.0122,0.0098,0.326,0.0,8.2258,0.3507,17.8037,Night,66.93,0.085
796-5789,0,98,291.06,94,42.24,290.2,108,25.6,296.3,94,15.97,20.3,6,3.4,0,2,877.56,296,2.9647,0.3317,0.3307,0.3376,0.0231,0.0203,0.1675,0.0,3.0204,0.3376,3.3017,Night,87.21,0.0994
796-5797,1,224,320.8,211,29.22,328.2,224,23.3,287.1,93,20.2,20.2,4,2.82,0,2,936.1,528,1.7729,0.3427,0.3506,0.3067,0.0216,0.0076,0.1396,0.0,2.3571,0.3506,21.9076,Evening,75.54,0.0807
796-5798,1,146,274.7,202,44.84,296.11,95,30.63,262.11,147,9.4,8.4,3,3.65,0,2,832.92,444,1.8759,0.3298,0.3555,0.3147,0.0101,0.0068,0.4345,0.0,3.0411,0.3555,17.1896,Evening,88.52,0.1063
796-5799,1,108,288.0,92,32.23,269.0,202,22.99,282.0,226,8.99,8.2,3,2.88,0,2,839.0,520,1.6135,0.3433,0.3206,0.3361,0.0098,0.0058,0.3512,0.0,4.8148,0.3433,9.7125,Day,67.09,0.08
796-5857,1,44,282.7,88,29.92,233.0,68,26.92,247.25,86,8.46,14.9,6,4.15,0,2,762.95,242,3.1527,0.3705,0.3054,0.3241,0.0195,0.0248,0.2785,0.0,5.5,0.3705,25.5925,Day,69.45,0.091
796-5858,1,84,229.3,228,29.89,262.0,208,26.24,290.2,206,14.78,22.2,4,4.31,0,2,781.5,642,1.2173,0.2934,0.3353,0.3713,0.0284,0.0062,0.1941,0.0,7.6429,0.3713,30.4777,Night,75.22,0.0963
796-5867,0,82,263.3,202,32.88,247.45,112,28.96,287.2,94,8.46,9.2,4,2.62,0,2,797.95,408,1.9558,0.33,0.3101,0.3599,0.0115,0.0098,0.2848,0.0,4.9756,0.3599,20.0104,Night,72.92,0.0914
796-5868,1,217,282.2,202,33.63,268.0,209,29.21,288.2,98,9.23,9.4,2,2.45,0,2,838.4,509,1.6472,0.3366,0.3197,0.3437,0.0112,0.0039,0.2606,0.0,2.3456,0.3437,10.3737,Night,74.52,0.0889
796-5876,1,220,233.9,98,55.48,255.7,94,29.4,235.75,92,8.04,9.3,4,2.81,0,2,725.35,284,2.554,0.3225,0.3525,0.325,0.0128,0.0141,0.3022,0.0,1.2909,0.3525,12.0876,Evening,95.73,0.132
796-5888,1,99,288.2,105,40.72,269.9,209,32.26,282.2,202,8.49,8.2,6,2.86,0,2,840.3,516,1.6285,0.343,0.3212,0.3358,0.0098,0.0116,0.3488,0.0,5.2121,0.343,9.329,Day,84.33,0.1004
796-5987,0,88,285.7,150,27.92,236.5,214,20.32,291.0,226,8.82,9.8,2,2.82,0,2,813.2,590,1.3783,0.3513,0.2908,0.3578,0.0121,0.0034,0.2878,0.0,6.7045,0.3578,30.0527,Night,59.88,0.0736
796-5989,0,97,290.46,92,54.65,288.2,92,26.28,292.8,94,22.11,22.11,6,2.92,0,2,871.46,278,3.1347,0.3333,0.3307,0.336,0.0254,0.0216,0.1321,0.0,2.866,0.336,2.3001,Night,105.96,0.1216
796-5995,1,202,240.3,160,46.57,260.6,112,28.52,282.6,86,9.11,20.2,2,2.57,0,2,783.5,358,2.1885,0.3067,0.3326,0.3607,0.0258,0.0056,0.1272,0.0,1.7723,0.3607,21.1557,Night,86.77,0.1107
796-6597,1,158,262.3,94,29.12,224.0,220,20.88,226.2,200,8.96,9.11,2,3.0,0,2,712.5,514,1.3862,0.3681,0.3144,0.3175,0.0128,0.0039,0.3293,0.0,3.2532,0.3681,21.5056,Day,61.96,0.087
796-6755,1,156,298.8,64,48.6,292.0,228,25.51,290.0,150,8.96,9.3,4,4.22,21,2,880.8,442,1.9928,0.3392,0.3315,0.3292,0.0106,0.009,0.4538,0.0475,2.8333,0.3392,4.613,Day,87.29,0.0991
796-6775,0,88,266.2,202,65.64,288.2,95,29.02,286.2,212,6.6,21.55,2,4.24,0,2,840.6,509,1.6515,0.3167,0.3429,0.3405,0.0256,0.0039,0.1968,0.0,5.7841,0.3429,12.1655,Evening,105.5,0.1255
796-6798,0,203,220.6,205,26.22,252.3,99,29.02,287.1,201,6.93,20.2,4,2.26,0,2,760.0,505,1.505,0.2903,0.332,0.3778,0.0266,0.0079,0.1119,0.0,2.4877,0.3778,33.262,Night,64.43,0.0848
796-6965,0,88,219.2,93,48.54,286.2,94,24.34,290.9,202,8.85,22.15,5,3.3,0,2,796.3,389,2.047,0.2753,0.3594,0.3653,0.0278,0.0129,0.149,0.0,4.4205,0.3653,40.1081,Night,85.03,0.1068
796-6997,0,202,216.2,98,46.88,262.6,89,30.2,232.2,208,6.93,20.4,3,2.97,0,2,711.0,395,1.8,0.3041,0.3693,0.3266,0.0287,0.0076,0.1456,0.0,1.9554,0.3693,23.5695,Evening,86.98,0.1223
796-6999,0,202,255.7,74,29.62,261.7,74,28.26,262.2,208,6.6,20.8,6,2.97,0,2,779.6,356,2.1899,0.328,0.3357,0.3363,0.0267,0.0169,0.1428,0.0,1.7624,0.3363,3.6171,Night,67.45,0.0865
796-7578,0,136,232.2,54,32.89,328.2,102,24.94,292.2,90,8.62,9.4,6,2.92,0,2,852.6,246,3.4659,0.2723,0.3849,0.3427,0.011,0.0244,0.3106,0.0,1.8088,0.3849,48.4974,Evening,69.37,0.0814
796-7656,1,91,263.3,96,26.96,276.35,202,23.92,255.55,200,6.43,9.8,6,2.42,0,2,795.2,498,1.5968,0.3311,0.3475,0.3214,0.0123,0.012,0.2469,0.0,5.4725,0.3475,10.5119,Evening,59.73,0.0751
796-7659,0,203,280.2,200,80.62,280.9,95,24.02,220.2,94,9.26,9.25,4,2.62,0,2,781.3,389,2.0085,0.3586,0.3595,0.2818,0.0118,0.0103,0.2832,0.0,1.9163,0.3595,34.8448,Evening,116.52,0.1491
796-7687,1,208,223.7,96,31.37,292.46,95,26.22,282.8,106,6.33,26.3,8,5.26,0,2,798.96,297,2.6901,0.28,0.3661,0.354,0.0329,0.0269,0.2,0.0,1.4279,0.3661,37.2247,Evening,69.18,0.0866
796-7698,1,84,230.6,92,23.54,238.15,93,26.46,220.3,119,9.66,20.2,4,2.42,0,2,689.05,304,2.2666,0.3347,0.3456,0.3197,0.0293,0.0132,0.1198,0.0,3.619,0.3456,8.9602,Evening,62.08,0.0901
796-7785,1,220,282.2,206,24.51,232.4,84,24.42,286.6,90,9.09,20.2,2,4.29,0,2,801.2,380,2.1084,0.3522,0.2901,0.3577,0.0252,0.0053,0.2124,0.0,1.7273,0.3577,30.1027,Night,62.31,0.0778
796-7786,1,90,268.0,98,28.86,260.21,204,28.06,290.8,58,9.0,22.0,5,3.66,13,2,819.01,360,2.275,0.3272,0.3177,0.3551,0.0269,0.0139,0.1664,0.0361,4.0,0.3551,15.8969,Night,69.58,0.085
